activityTypeId,activityTypeName,amountFC,amountUSD,date,exchangeRate,expenseTypeId,expenseTypeName
FAFvIo1DPZrqzBVyAIju,Block Ice,10500.0,3.62,2025-04-10,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-11,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-12,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-13,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-14,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-15,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-16,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,57000.0,19.66,2025-04-18,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-19,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-20,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-21,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-22,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,5000.0,1.72,2025-04-24,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-25,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-26,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-27,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-28,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-29,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-30,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,72500.0,25.0,2025-04-04,2900,K94oRU4tnZ5H29EYT0p2,Tax Charges
FAFvIo1DPZrqzBVyAIju,Block Ice,282500.0,97.41,2025-04-10,2900,K94oRU4tnZ5H29EYT0p2,Tax Charges
FAFvIo1DPZrqzBVyAIju,Block Ice,150000.0,51.72,2025-04-14,2900,K94oRU4tnZ5H29EYT0p2,Tax Charges
FAFvIo1DPZrqzBVyAIju,Block Ice,225000.0,77.59,2005-04-01,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,375000.0,129.31,2005-04-02,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,150000.0,51.72,2025-04-03,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-04-04,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-04-08,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-04-09,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-04-10,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,150000.0,51.72,2025-04-11,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,225000.0,77.59,2025-04-13,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-04-14,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,150000.0,51.72,2025-04-16,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-04-17,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-04-23,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,78000.0,26.9,2025-04-27,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,167500.0,57.76,2005-04-01,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,73000.0,25.17,2025-04-03,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,17500.0,6.03,2025-04-04,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,77500.0,26.72,2025-04-05,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,60000.0,20.69,2025-04-06,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,60000.0,20.69,2025-04-07,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,107500.0,37.07,2025-04-08,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,113500.0,39.14,2025-04-09,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,23500.0,8.1,2025-04-10,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,38500.0,13.28,2025-04-12,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,60000.0,20.69,2025-04-13,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,107500.0,37.07,2025-04-15,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,107500.0,37.07,2025-04-16,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,132000.0,45.52,2025-04-17,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,60000.0,20.69,2025-04-18,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,150000.0,51.72,2025-04-19,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,117500.0,40.52,2025-04-20,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,72000.0,24.83,2025-04-21,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,60000.0,20.69,2025-04-22,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,170500.0,58.79,2025-04-23,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,17500.0,6.03,2025-04-24,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,77500.0,26.72,2025-04-25,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,167500.0,57.76,2025-04-26,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,150000.0,51.72,2025-04-27,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,77500.0,26.72,2025-04-28,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,30500.0,10.52,2025-04-29,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,6000.0,2.07,2025-04-30,2900,T9xCRoYcemSHcQq2wu8o,Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,97000.0,33.45,2005-04-02,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,69000.0,23.79,2025-04-03,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,87000.0,30.0,2025-04-05,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,69000.0,23.79,2025-04-06,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,69000.0,23.79,2025-04-08,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,129000.0,44.48,2025-04-11,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,6000.0,2.07,2025-04-15,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,16000.0,5.52,2025-04-16,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,13000.0,4.48,2025-04-21,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,8000.0,2.76,2025-04-22,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,52500.0,18.1,2025-04-24,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,99000.0,34.14,2025-04-25,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,10000.0,3.45,2025-04-26,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,40000.0,13.79,2025-04-28,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,156000.0,53.79,2025-04-29,2900,xsNBbGxClX3PrQ3MCVNp,Maintenance & Repairs of Machines
FAFvIo1DPZrqzBVyAIju,Block Ice,2000.0,0.69,2005-04-01,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,5000.0,1.72,2005-04-02,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,3000.0,1.03,2025-04-03,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,3000.0,1.03,2025-04-04,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,19000.0,6.55,2025-04-05,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,19000.0,6.55,2025-04-06,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,19000.0,6.55,2025-04-07,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,87500.0,30.17,2025-04-08,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,45000.0,15.52,2025-04-14,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,5000.0,1.72,2025-04-17,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,206000.0,71.03,2025-04-20,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,116000.0,40.0,2025-04-25,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,113000.0,38.97,2025-04-28,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,105000.0,36.21,2025-04-29,2900,imVuQbhtYp1jQn2bygzu,Maintenance & Repairs of Rolling Equipment
FAFvIo1DPZrqzBVyAIju,Block Ice,50000.0,17.24,2025-04-08,2900,Sbc3x4M66D1f5uc6qfLm,Medical Care
FAFvIo1DPZrqzBVyAIju,Block Ice,43500.0,15.0,2005-04-01,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,12000.0,4.14,2005-04-02,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,30000.0,10.34,2025-04-03,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,14500.0,5.0,2025-04-04,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,40000.0,13.79,2025-04-05,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-04-06,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,231400.0,79.79,2025-04-07,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,26000.0,8.97,2025-04-08,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,24500.0,8.45,2025-04-09,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,58000.0,20.0,2025-04-10,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,49000.0,16.9,2025-04-11,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,2000.0,0.69,2025-04-12,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,49000.0,16.9,2025-04-13,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,47000.0,16.21,2025-04-14,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,27000.0,9.31,2025-04-15,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,53000.0,18.28,2025-04-16,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,43000.0,14.83,2025-04-17,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,143000.0,49.31,2025-04-18,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,111500.0,38.45,2025-04-19,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,15000.0,5.17,2025-04-20,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,15000.0,5.17,2025-04-21,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,87000.0,30.0,2025-04-22,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,8000.0,2.76,2025-04-23,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,32500.0,11.21,2025-04-24,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,5000.0,1.72,2025-04-25,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,52000.0,17.93,2025-04-26,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,35000.0,12.07,2025-04-27,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,44000.0,15.17,2025-04-28,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,56000.0,19.31,2025-04-29,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,7500.0,2.59,2025-04-30,2900,Q13wfciYwm1ExhDF212r,Miscellaneous Expenses
FAFvIo1DPZrqzBVyAIju,Block Ice,36000.0,12.41,2025-05-01,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,34000.0,11.72,2025-05-02,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,34000.0,11.72,2025-05-03,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,41000.0,14.14,2025-05-04,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,37500.0,12.93,2025-05-05,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,37500.0,12.93,2025-05-06,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,37500.0,12.93,2025-05-07,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,41000.0,14.14,2025-05-08,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,37500.0,12.93,2025-05-09,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,34000.0,11.72,2025-05-10,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,23500.0,8.1,2025-05-11,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,41000.0,14.14,2025-05-12,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,34000.0,11.72,2025-05-13,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,34000.0,11.72,2025-05-14,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,41000.0,14.14,2025-05-15,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,30500.0,10.52,2025-05-16,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,27000.0,9.31,2025-05-17,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,37500.0,12.93,2025-05-18,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,37500.0,12.93,2025-06-19,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,37500.0,12.93,2025-06-20,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,37500.0,12.93,2025-06-21,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,37000.0,12.76,2025-06-22,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,23500.0,8.1,2025-06-23,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,27000.0,9.31,2025-06-24,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,21500.0,7.41,2025-06-25,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,37500.0,12.93,2025-06-26,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,37500.0,12.93,2025-06-27,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,39000.0,13.45,2025-06-28,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,34000.0,11.72,2025-06-29,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,27000.0,9.31,2025-06-30,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,27000.0,9.31,2025-05-31,2900,rJmQiBwOFlBSMV2xqVWU,Monthly Commitment
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-05-01,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-05-03,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-05-04,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-05-05,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-05-06,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-05-07,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-05-08,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-05-09,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-05-10,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,57000.0,19.66,2025-05-11,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-05-18,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-06-19,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-06-20,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-06-22,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-06-23,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-06-24,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-06-27,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-06-28,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,720000.0,248.28,2025-06-29,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,7000.0,2.41,2025-06-30,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,672000.0,231.72,2025-05-31,2900,Kz0wYCTSR6vrdcSI1P2x,Staff
FAFvIo1DPZrqzBVyAIju,Block Ice,98500.0,33.97,2025-05-06,2900,K94oRU4tnZ5H29EYT0p2,Tax Charges
FAFvIo1DPZrqzBVyAIju,Block Ice,132500.0,45.69,2025-05-15,2900,K94oRU4tnZ5H29EYT0p2,Tax Charges
FAFvIo1DPZrqzBVyAIju,Block Ice,580000.0,200.0,2025-06-19,2900,K94oRU4tnZ5H29EYT0p2,Tax Charges
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-05-01,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-05-03,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,150000.0,51.72,2025-05-05,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-05-06,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-05-07,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-05-09,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,75000.0,25.86,2025-05-11,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
FAFvIo1DPZrqzBVyAIju,Block Ice,150000.0,51.72,2025-05-12,2900,GuB4Y1lggUzAbXiuNipL,Generator Fuel
